timestamp,rsi,sma_20,bb_mid,bb_upper,bb_lower,bb_position,price_change,high_low_ratio,open_close_ratio,volume_ratio,volume_change,is_dip,dip_strength,target_5min,target_15min,target_30min
2023-08-14 10:05:00,38.46153846153964,240.75500000000002,240.75500000000002,241.0018752081945,240.50812479180556,-0.016455260665859735,0.0,1.0008319467554077,1.0004158004158004,0.5459132580324781,0.0865071857584081,0,0.0,0,0,0
2023-08-14 10:10:00,41.66666666666824,240.725,240.725,240.9915569949916,240.45844300500838,-0.1096257200269851,-0.0004158004158003603,1.0008322929671243,1.0004159733777038,0.7997827840058458,0.47505281464838145,0,0.0,0,0,0
2023-08-14 10:15:00,30.000000000002558,240.7,240.7,240.990190500044,240.40980949995597,-0.016901828203327564,0.0,1.0004161464835621,0.9995840266222962,0.3894117727333233,-0.5211027024259397,0,0.0,0,0,0
2023-08-14 10:20:00,33.3333333333365,240.675,240.675,240.9784884893335,240.37151151066652,0.04693504092370817,0.0,1.0004161464835621,1.0,0.37922107103366665,-0.15593807262478587,0,0.0,0,0,0
2023-08-14 10:25:00,22.222222222225042,240.65,240.65,240.9902785236894,240.3097214763106,-0.014284586939545147,-0.0004159733777038266,1.0004161464835621,1.0,0.42256859810274355,0.09294183878118312,0,0.0,0,0,0
2023-08-14 10:30:00,36.36363636363683,240.63500000000005,240.63500000000005,240.97388361610325,240.29611638389684,0.3008165730282236,0.0008322929671242818,1.0008322929671243,0.9995841995841996,1.6180158475402664,2.9384112676056335,0,0.0,0,0,0
2023-08-14 10:35:00,41.66666666666647,240.625,240.625,240.95507176253216,240.29492823746784,0.4621294475355642,0.0004158004158003603,1.0008319467554077,0.9991687448046551,0.42835235436453273,-0.7349597709276596,0,0.0,0,0,0
2023-08-14 10:40:00,41.66666666666746,240.61999999999998,240.61999999999998,240.95466401061367,240.28533598938628,0.32071570859991033,-0.00041562759767244106,1.0004158004158004,1.0,0.2418878223308673,-0.44769030538918464,0,0.0,0,0,0
2023-08-14 10:45:00,36.363636363636125,240.60499999999996,240.60499999999996,240.9325105462344,240.27748945376553,0.33969981851393394,0.0,1.0004158004158004,1.0004158004158004,0.367819666331302,0.5085491562524431,0,0.0,0,0,0
2023-08-14 10:50:00,50.0,240.60499999999996,240.60499999999996,240.9325105462344,240.27748945376553,0.6450334975351072,0.0008316008316007206,1.0008316008316007,0.9995845450768592,0.7757273149302263,1.1361001502846526,0,0.0,0,0,0
2023-08-14 10:55:00,41.666666666665684,240.59499999999997,240.59499999999997,240.9093916431192,240.28060835688075,0.5079518653078953,-0.0004154549231407678,1.0004156275976726,1.0004156275976726,0.4458437921803463,-0.46201366891016094,0,0.0,0,0,0
2023-08-14 11:00:00,45.45454545454546,240.58500000000004,240.58500000000004,240.88429742292323,240.28570257707685,0.5250586855266834,0.0,1.0008316008316007,1.0004156275976726,0.8312965430763464,0.609661823300339,0,0.0,0,0,0
2023-08-14 11:05:00,38.46153846153846,240.565,240.565,240.85717874846176,240.27282125153823,0.21763860159462614,-0.0008312551953448821,1.0008319467554077,1.0004159733777038,0.504671625970909,-0.39342330119623636,0,0.0,0,0,0
2023-08-14 11:10:00,45.45454545454546,240.55,240.55,240.8437954891991,240.25620451080093,0.24472038286067518,0.0,1.0004159733777038,1.0004159733777038,0.3912980100899851,-0.25568161199761164,0,0.0,0,0,0
2023-08-14 11:15:00,50.0,240.535,240.535,240.80469768650346,240.26530231349653,0.4351125320098969,0.0004159733777038266,1.0004159733777038,1.0,0.36840128865672583,-0.24558666448012834,0,0.0,0,0,0
2023-08-14 11:20:00,54.54545454545455,240.525,240.525,240.783538401912,240.266461598088,0.4516512831070362,0.0,1.0004159733777038,1.0,0.4032285266096528,0.08159188781115434,0,0.0,0,0,0
